"title","year","genre","duration","metacritic","rating","votes","worldwide_gross_income","user_review","critics_review"
"The Ring",2002,"Horror",115,57,7.1,227669,249.348933,1671,272
"Shrek 2",2004,"Animation",93,75,7.2,283852,928.76077,546,200
"8 Mile",2002,"Drama",110,77,7,164399,242.875078,615,132
"Whale Rider",2002,"Drama",101,79,7.7,32931,41.062976,371,155
"The Core",2003,"Action",135,48,5.4,72791,73.498611,553,155
"In America",2002,"Drama",105,76,7.8,35373,25.382911,282,144
"Chicago",2002,"Comedy",113,82,7.2,161067,306.776732,1035,229
"Gigli",2003,"Comedy",121,18,2.3,40105,7.266209,429,127
"Hero",2002,"Action",120,84,7.9,142006,177.395557,867,150
"Jersey Girl",2004,"Comedy",102,43,6.2,51264,35.492921,366,123
"Lilya 4-Ever",2002,"Crime",109,82,7.9,33459,1.007747,220,115
"Shanghai Knights",2003,"Action",114,58,6.2,74421,88.323487,193,156
"Timeline",2003,"Action",116,28,5.6,50872,43.935763,474,128
"Dirty Pretty Things",2002,"Crime",97,78,7.4,33015,13.904766,223,145
"Good Bye Lenin!",2003,"Comedy",121,68,7.8,107240,79.316957,243,160
"Jeepers Creepers II",2003,"Horror",106,36,5.5,40951,63.102666,337,175
"The Hot Chick",2002,"Comedy",104,29,5.5,69640,54.639553,219,78
"Old School",2003,"Comedy",88,54,7.2,177067,87.13552,408,119
"Cabin Fever",2002,"Comedy",93,56,5.6,58006,30.553394,794,270
"Drumline",2002,"Comedy",118,63,5.6,27724,57.588485,188,63
"Harry Potter and the Prisoner of Azkaban",2004,"Adventure",142,82,7.8,341206,796.158319,1600,294
"Mona Lisa Smile",2003,"Drama",117,45,6.4,57040,141.337989,284,128
"The Santa Clause 2",2002,"Comedy",104,48,5.5,31007,172.855065,117,83
"Anger Management",2003,"Comedy",106,52,6.2,161161,195.745823,491,74
"American Splendor",2003,"Biography",101,90,7.5,40321,7.986084,229,196
"Charlie's Angels: Full Throttle",2003,"Action",106,48,4.8,95252,259.175788,576,115
"Bringing Down the House",2003,"Comedy",105,39,5.5,28694,164.729679,234,122
"Just Married",2003,"Comedy",95,28,5.4,53670,101.564935,202,92
"Scary Movie 3",2003,"Comedy",84,49,5.4,103846,220.673217,365,160
"Cradle 2 the Grave",2003,"Action",101,36,5.8,32773,56.489558,191,107
"Shark Tale",2004,"Animation",90,48,6,121250,374.583879,321,141
"Solaris",2002,"Drama",99,65,6.2,64906,30.002758,738,207
"25th Hour",2002,"Crime",135,67,7.7,143088,23.932055,476,195
"Bad Santa",2003,"Comedy",92,70,7.1,100671,76.488889,500,198
"Bobby",2006,"Drama",117,54,7,37186,20.718608,275,194
"Finding Neverland",2004,"Biography",106,67,7.8,166684,116.650613,658,236
"Blood Work",2002,"Action",110,64,6.4,32600,31.794718,283,135
"Down with Love",2003,"Comedy",101,52,6.3,31672,39.468111,307,149
"Final Destination 2",2003,"Horror",90,38,6.2,111904,90.941129,497,187
"Identity",2003,"Mystery",90,64,7.3,164712,90.259536,777,140
"The Dreamers",2003,"Drama",115,62,7.2,72447,15.121165,268,199
"Sympathy for Mr. Vengeance",2002,"Crime",129,56,7.7,42230,2.046061,141,146
"Bowling for Columbine",2002,"Documentary",NA,72,8,116762,NA,NA,NA
"Confidence",2003,"Crime",97,59,6.7,29948,23.014206,144,111
"Master and Commander: The Far Side of the World",2003,"Action",138,81,7.4,158866,211.622535,722,262
"Holes",2003,"Adventure",117,71,7.1,52873,71.406573,347,107
"The League of Extraordinary Gentlemen",2003,"Action",110,30,5.8,132898,179.265204,816,218
"The Curse of the Were-Rabbit",2005,"Animation",85,87,7.5,90150,194.111171,332,213
"Dr. Seuss' The Cat in the Hat",2003,"Adventure",82,19,3.8,33614,133.960541,603,111
"Out of Time",2003,"Crime",105,63,6.5,43200,55.495563,173,119
"Runaway Jury",2003,"Drama",127,61,7.1,73300,80.15414,383,159
"Two Weeks Notice",2002,"Comedy",101,42,6,79322,199.043242,290,114
"Love Actually",2003,"Comedy",135,55,7.7,292304,244.935382,1140,232
"Tears of the Sun",2003,"Action",121,48,6.6,87303,86.468162,429,98
"Bruce Almighty",2003,"Comedy",101,46,6.7,271709,484.592874,642,182
"21 Grams",2003,"Crime",124,70,7.7,176367,60.427839,572,186
"House of Sand and Fog",2003,"Drama",126,71,7.6,54486,16.763804,484,160
"Open Range",2003,"Action",139,67,7.5,50984,68.296293,530,161
"Peter Pan",2003,"Adventure",113,64,6.9,49900,121.975011,499,161
"Radio",2003,"Biography",109,38,6.9,30872,53.293628,202,78
"Spider-Man 2",2004,"Action",127,83,7.3,364455,788.976453,1458,321
"Taxi",2004,"Action",97,27,4.4,30663,71.255003,188,80
"Bridget Jones: The Edge of Reason",2004,"Comedy",108,44,5.9,66250,265.126918,266,151
"Cars",2006,"Animation",117,73,7.2,230365,461.991867,667,264
"City of God",2002,"Crime",130,79,8.7,481128,30.680793,1008,225
"Daddy Day Care",2003,"Comedy",92,39,5.5,45539,164.433867,136,84
"Hidalgo",2004,"Action",136,54,6.6,65369,108.040622,354,144
"House of the Dead",2003,"Action",90,15,2,30951,13.818181,596,144
"The Incredibles",2004,"Animation",115,90,8,429984,631.606713,947,237
"The Italian Job",2003,"Action",111,68,7,267583,176.070171,525,169
"Mission: Impossible III",2006,"Action",126,66,6.9,231998,398.479497,913,327
"The Cooler",2003,"Drama",101,69,7,27942,10.464788,220,142
"The Motorcycle Diaries",2004,"Adventure",126,75,7.8,78331,57.663224,304,191
"Resident Evil: Apocalypse",2004,"Action",94,35,6.2,141858,129.342769,698,205
"Sahara",2005,"Action",124,41,6,73377,119.240351,497,157
"Big Fish",2003,"Adventure",125,58,8,331337,123.218424,880,247
"The Day After Tomorrow",2004,"Action",124,47,6.4,306017,552.639571,1225,239
"Elf",2003,"Comedy",97,64,6.9,132417,221.671773,502,141
"Kingdom of Heaven",2005,"Action",144,63,7.2,200037,218.122627,1020,228
"Underworld",2003,"Action",121,42,7,193366,95.708457,836,225
"2 Fast 2 Furious",2003,"Action",107,38,5.8,170740,236.350661,418,113
"Freaky Friday",2003,"Comedy",97,70,6.1,88549,160.846332,291,134
"Honey",2003,"Drama",94,37,5.2,34339,62.228395,144,98
"Jackass: The Movie",2002,"Documentary",NA,42,6.6,64366,NA,NA,NA
"Shattered Glass",2003,"Drama",94,73,7.2,28020,2.944752,199,133
"Swimming Pool",2003,"Drama",102,70,6.8,33258,22.441497,302,173
"The Texas Chainsaw Massacre",2003,"Horror",98,38,6.2,101443,107.362708,748,241
"Wicker Park",2004,"Drama",114,40,7,42604,21.741598,309,102
"Lara Croft Tomb Raider: The Cradle of Life",2003,"Action",117,43,5.5,94719,160.099222,329,169
"The Last Samurai",2003,"Action",154,55,7.7,292651,454.627263,1042,170
"Matchstick Men",2003,"Comedy",116,61,7.3,99801,65.565672,354,152
"Pirates of the Caribbean: The Curse of the Black Pearl",2003,"Action",143,63,8.1,726348,654.264015,2196,292
"Envy",2004,"Comedy",99,31,4.8,25384,14.494036,181,82
"Mystic River",2003,"Crime",138,84,8,316337,156.595191,1041,236
"Over the Hedge",2006,"Animation",83,67,6.8,118256,339.79589,294,162
"Secondhand Lions",2003,"Comedy",111,52,7.6,40988,48.260279,317,84
"The Stepford Wives",2004,"Comedy",93,42,5.2,47242,103.370127,429,165
"The Whole Ten Yards",2004,"Comedy",98,24,5.4,43257,26.170671,120,76
"Around the World in 80 Days",2004,"Action",120,49,5.8,63100,72.178895,199,183
"Catwoman",2004,"Action",104,27,3.3,81721,82.102379,731,131
"Coraline",2009,"Animation",100,80,7.7,131308,124.596837,384,336
"Ella Enchanted",2004,"Comedy",96,53,6.3,42622,27.388767,262,87
"The Rundown",2003,"Action",104,59,6.7,77791,80.981914,270,151
"Man on Fire",2004,"Action",146,47,7.7,246990,130.834852,766,164
"Thirteen",2003,"Biography",100,70,6.9,63732,10.12896,550,130
"Under the Tuscan Sun",2003,"Comedy",113,52,6.7,33226,58.878723,336,111
"The Animatrix",2003,"Animation",NA,NA,7.4,57929,NA,NA,NA
"American Wedding",2003,"Comedy",96,43,6.3,151394,232.722935,336,138
"Brother Bear",2003,"Animation",85,48,6.7,61922,250.397798,180,113
"Dumb and Dumberer: When Harry Met Lloyd",2003,"Comedy",85,19,3.4,29295,39.267515,272,86
"Freddy vs. Jason",2003,"Horror",97,37,5.8,83434,116.632628,909,296
"Seabiscuit",2003,"Drama",140,72,7.3,55251,148.336445,470,164
"Hollywood Homicide",2003,"Action",116,47,5.3,29943,51.142659,252,133
"xXx: State of the Union",2005,"Action",101,37,4.3,47331,71.022693,234,50
"Harry Potter and the Goblet of Fire",2005,"Adventure",157,81,7.6,346759,896.381256,1984,314
"The Punisher",2004,"Action",124,33,6.5,114929,54.700105,659,204
"Scooby-Doo 2: Monsters Unleashed",2004,"Adventure",93,34,4.9,30174,181.216833,176,104
"11:14",2003,"Comedy",86,65,7.2,36217,3.810792,144,71
"Fever Pitch",2005,"Comedy",104,56,6.2,34635,50.605163,212,124
"If Only",2004,"Comedy",92,NA,7.2,25006,NA,151,13
"The Notebook",2004,"Drama",123,53,7.9,360935,115.882795,1266,146
"School of Rock",2003,"Comedy",109,82,7.1,191956,131.095614,520,207
"Saved!",2004,"Comedy",92,62,6.9,39087,10.275509,330,125
"Troy",2004,"Adventure",163,56,7.2,346143,497.409852,1804,211
"Garden State",2004,"Comedy",102,67,7.6,181018,35.825316,974,219
"Legally Blonde 2: Red, White & Blonde",2003,"Comedy",95,47,4.6,41845,124.914842,305,58
"Girl with a Pearl Earring",2003,"Biography",100,72,7,56435,33.030115,306,152
"The Ladykillers",2004,"Comedy",104,56,6.2,78646,76.665191,411,196
"Lost in Translation",2003,"Drama",102,89,7.8,298747,118.685453,1988,290
"The Passion of the Christ",2004,"Drama",127,47,7.1,169735,612.054428,2860,404
"Starsky & Hutch",2004,"Comedy",101,55,6.1,115264,170.26875,325,178
"13 Going on 30",2004,"Comedy",98,57,6.1,109705,96.455697,374,81
"On the Road",2012,"Adventure",124,56,6.1,30483,9.617377,142,254
"The Prince and Me",2004,"Comedy",111,47,5.9,29274,37.666766,160,84
"Something's Gotta Give",2003,"Comedy",128,66,6.7,85278,265.328738,422,148
"Birth",2004,"Drama",100,50,6.1,28449,23.925492,372,174
"Cellular",2004,"Action",94,60,6.5,75321,57.678321,379,70
"Live Free or Die Hard",2007,"Action",128,69,7.2,318064,388.156011,828,371
"Eternal Sunshine of the Spotless Mind",2004,"Drama",108,89,8.4,595742,74.036715,1825,297
"The Haunted Mansion",2003,"Comedy",99,34,4.9,29428,182.290266,191,134
"High Tension",2003,"Horror",91,42,6.9,51715,6.291958,583,275
"The Missing",2003,"Adventure",137,55,6.5,26074,38.364277,213,131
"Evil",2003,"Drama",113,61,7.8,28449,0.528245,94,69
"Paycheck",2003,"Action",119,43,6.3,85755,117.248958,371,189
"The Polar Express",2004,"Animation",100,61,6.6,107277,313.500433,523,180
"Stuck on You",2003,"Comedy",118,62,5.8,42214,65.784503,152,126
"Spy Kids 3-D: Game Over",2003,"Action",84,57,4.1,36291,197.101678,209,93
"Van Helsing",2004,"Action",131,35,6,177269,300.157638,1377,127
"Infernal Affairs",2002,"Crime",101,75,8.1,83515,8.836958,213,178
"The Aviator",2004,"Biography",170,77,7.5,239357,213.719942,841,262
"Lemony Snicket's A Series of Unfortunate Events",2004,"Adventure",108,62,6.8,146050,211.468235,629,185
"Hostage",2005,"Crime",113,44,6.6,89927,77.663556,298,147
"The Station Agent",2003,"Comedy",89,81,7.7,53994,8.701337,307,164
"Monster",2003,"Biography",109,74,7.3,97432,58.46921,573,193
"Unleashed",2005,"Action",103,58,7,80950,50.871113,312,187
"Along Came Polly",2004,"Comedy",90,44,5.9,101010,178.311729,290,59
"50 First Dates",2004,"Comedy",99,48,6.8,247200,198.520934,506,151
"The Good Shepherd",2006,"Drama",167,61,6.7,83713,100.266865,510,195
"I, Robot",2004,"Action",115,59,7.1,347589,353.133898,842,219
"A Very Long Engagement",2004,"Drama",133,76,7.7,60068,69.424389,249,192
"The SpongeBob SquarePants Movie",2004,"Animation",87,66,7,53394,141.067127,212,88
"Sky Captain and the World of Tomorrow",2004,"Action",106,64,6.1,70006,57.947036,634,203
"Alexander",2004,"Action",175,39,5.5,131035,167.298192,1434,236
"Head-On",2004,"Drama",121,78,8,38723,11.065801,88,128
"Howl's Moving Castle",2004,"Animation",119,80,8.2,185423,236.212992,446,242
"Kal Ho Naa Ho",2003,"Comedy",186,54,8.1,36210,13.200241,144,57
"The Cat Returns",2002,"Animation",75,NA,7.3,27280,54.505478,106,78
"Superman Returns",2006,"Action",154,72,6.1,228436,391.081192,2423,419
"Waiting...",2005,"Comedy",94,30,6.8,72958,18.63769,265,61
"Gothika",2003,"Horror",98,38,5.8,84256,141.591324,390,211
"Cheaper by the Dozen",2003,"Comedy",98,46,5.8,69130,190.53863,293,111
"King Arthur",2004,"Action",126,46,6.3,127504,203.567857,924,87
"Ladder 49",2004,"Action",115,47,6.5,47073,100.572044,326,106
"Miracle",2004,"Biography",135,68,7.5,33837,64.445708,316,123
"Ocean's Twelve",2004,"Crime",125,58,6.4,259344,362.74428,678,207
"Raising Helen",2004,"Comedy",119,38,6,29181,49.718611,107,93
"Ray",2004,"Biography",152,73,7.8,100456,123.971376,461,199
"Madagascar",2005,"Animation",86,57,6.9,236727,542.063846,424,175
"Walking Tall",2004,"Action",86,44,6.2,48830,57.22389,226,115
"Cinderella Man",2005,"Biography",144,69,8,140006,108.539911,596,214
"Memories of Murder",2003,"Crime",131,82,8.1,56079,1.032034,243,180
"The Science of Sleep",2006,"Comedy",105,70,7.3,59222,15.116179,224,133
"The Brothers Grimm",2005,"Action",118,51,5.9,92547,105.316267,514,244
"Lords of Dogtown",2005,"Biography",107,56,7.1,41443,13.411957,207,119
"EuroTrip",2004,"Comedy",92,45,6.6,151619,22.605153,341,81
"A Cinderella Story",2004,"Comedy",95,25,5.8,56873,70.067909,250,72
"The Forgotten",2004,"Drama",91,43,5.8,55349,117.592831,457,175
"Garfield",2004,"Comedy",80,27,4.9,53028,203.172417,259,117
"The Family Stone",2005,"Comedy",103,56,6.3,45902,92.884429,530,146
"I Heart Huckabees",2004,"Comedy",107,55,6.8,55003,20.094909,389,173
"Mr. & Mrs. Smith",2005,"Action",120,55,6.5,311244,487.287646,831,240
"Elektra",2005,"Action",97,34,4.8,66328,56.995646,401,203
"Anchorman: The Legend of Ron Burgundy",2004,"Comedy",94,63,7.3,246089,90.64973,619,166
"Robots",2005,"Animation",91,64,6.3,94370,262.51149,291,153
"Shall We Dance",2004,"Comedy",106,47,6.1,33059,170.12846,221,105
"Walk the Line",2005,"Biography",136,72,7.9,178442,186.797986,906,278
"Blade: Trinity",2004,"Action",113,38,5.9,121059,131.977904,538,90
"The Secret Life of Walter Mitty",2013,"Adventure",114,54,7.4,211230,188.133322,659,381
"Spartan",2004,"Action",106,60,6.6,25909,8.112712,246,117
"Chasing Liberty",2004,"Comedy",101,46,6.1,27839,12.313323,137,66
"Wimbledon",2004,"Comedy",98,59,6.3,48979,41.682237,180,123
"Constantine",2005,"Drama",121,50,6.9,216603,230.884728,1080,295
"King Kong",2005,"Action",187,81,7.3,294302,562.363449,2697,224
"The Woodsman",2004,"Drama",87,72,7.3,26155,4.678405,228,137
"Fahrenheit 9/11",2004,"Documentary",NA,67,7.5,107763,NA,NA,NA
"Inglourious Basterds",2009,"Adventure",153,69,8.3,769994,321.455689,1880,525
"The Machinist",2004,"Drama",101,61,7.7,258272,8.203235,542,216
"Scary Movie 4",2006,"Comedy",83,40,5.1,87322,178.26262,411,153
"Son of the Mask",2005,"Adventure",94,20,2.1,37267,59.981548,268,52
"Tell No One",2006,"Crime",131,82,7.6,34395,33.428799,174,153
"The Terminal",2004,"Comedy",128,55,7.3,275167,219.100084,706,152
"Kinsey",2004,"Biography",118,79,7.1,41236,17.050017,210,192
"The Life Aquatic with Steve Zissou",2004,"Adventure",119,62,7.3,128645,34.808403,671,269
"The Box",2009,"Drama",115,47,5.6,72088,33.334176,439,293
"Downfall",2004,"Biography",156,82,8.3,225919,92.181574,636,209
"The Blind Swordsman: Zatoichi",2003,"Action",116,75,7.6,38480,34.196922,193,188
"Dawn of the Dead",2004,"Action",101,58,7.4,180739,102.278712,1108,297
"Elephant",2003,"Crime",81,70,7.2,67120,10.012022,706,216
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"Adventure",143,75,6.9,261593,745.013115,1508,286
"Secret Window",2004,"Mystery",96,46,6.6,136073,92.913171,564,188
"Taking Lives",2004,"Crime",103,38,6.2,61552,65.470529,337,146
"The Final Cut",2004,"Action",95,43,6.2,25875,3.222439,154,75
"Ju-on: The Grudge",2002,"Horror",92,48,6.7,29505,3.657876,201,148
"Love Me If You Dare",2003,"Comedy",93,45,7.7,51656,8.604201,111,77
"Oldboy",2003,"Drama",120,74,8.4,315289,15.002116,1014,336
"Dodgeball: A True Underdog Story",2004,"Comedy",92,55,6.7,169247,168.423227,409,146
"Without a Paddle",2004,"Adventure",95,29,5.9,35650,73.02919,156,93
"Babylon A.D.",2008,"Action",90,26,5.6,77447,72.1092,223,168
"A Tale of Two Sisters",2003,"Drama",114,65,7.3,39761,1.045252,263,300
"The Matador",2005,"Comedy",96,65,6.8,39472,17.356268,238,191
"Revolver",2005,"Action",111,25,6.5,69169,7.155807,512,112
"Syriana",2005,"Drama",128,76,7,102790,93.97462,638,362
"Shaun of the Dead",2004,"Comedy",99,76,8,363668,30.081497,981,272
"Tenacious D in The Pick of Destiny",2006,"Adventure",93,55,6.8,79407,13.939963,209,127
"A Walk Among the Tombstones",2014,"Crime",114,57,6.5,73605,58.834384,233,274
"Whiteout",2009,"Action",101,NA,5.5,30544,17.976667,157,170
"Harold & Kumar Go to White Castle",2004,"Adventure",88,64,7.2,146584,23.936908,332,143
"Happy Feet",2006,"Animation",108,77,6.5,119437,384.336108,586,192
"The Jacket",2005,"Drama",103,44,7.1,86845,21.73323,282,154
"Shortbus",2006,"Comedy",101,64,6.6,25957,5.526675,207,91
"The Squid and the Whale",2005,"Comedy",81,82,7.4,57026,11.098131,268,133
"Swades",2004,"Drama",210,NA,8.3,49542,1.953889,284,80
"After the Sunset",2004,"Action",97,38,6.3,36636,62.657868,147,119
"Charlie and the Chocolate Factory",2005,"Adventure",115,72,6.7,287609,474.968763,1442,291
"Deuce Bigalow: European Gigolo",2005,"Comedy",83,23,4.6,38914,45.109561,172,102
"Indiana Jones and the Kingdom of the Crystal Skull",2008,"Action",122,65,6.2,305264,790.653942,2173,470
"Hannibal Rising",2007,"Crime",121,35,6.2,80460,82.169884,419,115
"The Manchurian Candidate",2004,"Drama",129,76,6.6,82251,96.10591,382,204
"The Room",2003,"Drama",99,NA,3.5,25673,4.902652,639,114
"The Village",2004,"Drama",108,44,6.5,180896,256.69752,2064,285
"Elizabethtown",2005,"Comedy",123,45,6.4,56114,52.164016,521,191
"I'm Not There.",2007,"Biography",135,73,7,46040,11.792542,238,231
"National Treasure",2004,"Action",131,39,6.9,237515,347.512318,741,184
"Ong-bak",2003,"Action",108,69,7.2,57130,20.235426,379,245
"The Princess Diaries 2: Royal Engagement",2004,"Comedy",113,43,5.7,46909,134.734481,165,78
"Alone in the Dark",2005,"Horror",99,9,2.3,36301,12.693645,533,153
"Collateral",2004,"Crime",120,71,7.6,276566,220.926695,898,224
"Fun with Dick and Jane",2005,"Comedy",90,47,6.1,104290,204.681899,292,141
"Four Christmases",2008,"Comedy",88,41,5.6,44587,164.112721,152,146
"Jurassic World",2015,"Action",124,59,7.3,252556,1670.401444,1537,698
"The Sea Inside",2004,"Biography",126,74,8.1,60438,43.731621,145,161
"Monster-in-Law",2005,"Comedy",101,31,5.4,40134,155.457327,250,135
"Ultraviolet",2006,"Action",88,18,4.4,67771,31.070211,849,161
"AVP: Alien vs. Predator",2004,"Action",101,29,5.6,133136,177.42709,1351,147
"Mysterious Skin",2004,"Drama",105,73,7.7,53562,1.532932,256,148
"Spanglish",2004,"Comedy",131,48,6.5,61988,55.470154,364,130
"Stay",2005,"Drama",99,41,6.9,56493,8.483797,390,126
"Chicken Little",2005,"Animation",81,48,5.8,56797,314.432837,283,158
"The Hitchhiker's Guide to the Galaxy",2005,"Adventure",109,63,6.8,145140,104.478416,1102,286
"Iron Man",2008,"Action",126,79,7.9,615059,585.796247,1329,540
"The Bourne Supremacy",2004,"Action",108,73,7.8,310055,290.835269,849,248
"Guess Who",2005,"Comedy",105,49,5.9,32228,103.121466,163,107
"The Wedding Date",2005,"Comedy",90,32,6.1,34224,47.096206,265,107
"Team America: World Police",2004,"Animation",98,64,7.2,127844,50.826898,721,230
"Batman Begins",2005,"Action",140,70,8.3,860733,373.654966,2911,324
"The Chorus",2004,"Drama",97,56,7.9,40678,88.385944,124,122
"Journey to the Center of the Earth",2008,"Action",93,57,5.8,76398,244.232688,235,198
"Kung Fu Hustle",2004,"Action",99,78,7.8,92396,104.882445,419,379
"Kiss Kiss Bang Bang",2005,"Comedy",103,72,7.7,162934,15.785148,383,235
"Halloween",2007,"Horror",109,47,6.1,82893,80.460948,1172,349
"Harry Potter and the Order of the Phoenix",2007,"Adventure",138,71,7.5,317382,942.133343,1198,350
"The Interpreter",2005,"Mystery",128,62,6.4,83217,162.944923,421,230
"Open Water",2003,"Biography",79,63,5.7,39814,54.683487,958,234
"Bewitched",2005,"Comedy",102,34,4.8,56066,131.426169,521,172
"Spring, Summer, Fall, Winter... and Spring",2003,"Drama",103,85,8.1,55653,10.991329,188,70
"Che: Part Two",2008,"Biography",135,64,6.9,25998,8.638162,64,174
"Munna Bhai M.B.B.S.",2003,"Comedy",156,NA,8.4,33190,3.137716,84,4
"Napoleon Dynamite",2004,"Comedy",96,64,6.9,151020,46.138887,1555,217
"Sideways",2004,"Comedy",127,94,7.6,140813,109.706931,881,295
"Alfie",2004,"Comedy",103,49,6.2,40814,35.060882,159,137
"Tristan + Isolde",2006,"Drama",125,49,6.9,43578,28.047963,330,109
"White Noise",2005,"Drama",101,30,5.5,40049,91.196419,402,178
"Crash",2004,"Drama",112,69,7.9,342456,98.410061,1691,295
"The Libertine",2004,"Drama",114,44,6.4,30408,10.852064,265,105
"Layer Cake",2004,"Crime",105,73,7.4,124790,11.850214,309,157
"The Rum Diary",2011,"Comedy",119,56,6.2,81723,30.134958,181,283
"Closer",2004,"Drama",104,65,7.3,159153,115.505027,954,206
"The Return",2003,"Drama",110,82,8,29067,8.482993,194,116
"X-Men: The Last Stand",2006,"Action",104,58,6.8,345455,460.435291,1954,352
"Flight of the Phoenix",2004,"Action",113,47,6.1,44377,35.021497,224,119
"Mean Girls",2004,"Comedy",97,66,7,220964,130.125971,652,126
"Proof",2005,"Drama",100,64,6.8,34441,14.18986,193,137
"The Ring Two",2005,"Horror",110,44,5.4,66189,163.995949,572,205
"Be Cool",2005,"Comedy",118,37,5.6,57406,95.763716,327,165
"Cube Zero",2004,"Mystery",97,NA,5.7,25410,NA,160,45
"The Dukes of Hazzard",2005,"Action",104,33,5,63776,111.069515,633,148
"Gnomeo & Juliet",2011,"Animation",84,53,6,39716,193.96767,127,209
"Into the Blue",2005,"Action",110,45,5.8,60177,46.117696,224,120
"Kill Bill: Vol. 2",2004,"Action",137,83,8,464757,154.116796,1028,309
"Melinda and Melinda",2004,"Comedy",99,54,6.5,25700,20.129327,178,157
"Coffee and Cigarettes",2003,"Comedy",95,65,7,42670,7.929307,178,80
"Capote",2005,"Biography",114,88,7.4,92369,49.327405,449,276
"Serenity",2005,"Action",119,74,8,226573,40.445129,1671,203
"Leatherheads",2008,"Comedy",114,56,6,26741,41.319039,128,183
"The Merchant of Venice",2004,"Drama",131,63,7.1,28216,21.560182,172,117
"Goal! The Dream Begins",2005,"Drama",118,53,6.8,47312,27.610873,122,95
"The Lovely Bones",2009,"Drama",135,42,6.7,116441,93.62134,687,313
"Casino Royale",2006,"Action",144,81,8,412016,616.501619,2409,350
"Before Sunset",2004,"Drama",80,90,8.1,149910,15.936507,551,240
"White Chicks",2004,"Crime",109,41,5.4,89978,113.100873,316,72
"3:10 to Yuma",2007,"Adventure",122,76,7.8,222055,70.01622,635,299
"Hide and Seek",2005,"Horror",101,35,5.9,66720,127.369981,461,171
"Dark Water",2005,"Drama",105,52,5.5,42701,68.357079,434,203
"The Da Vinci Code",2006,"Mystery",149,46,6.5,287769,760.006945,2025,300
"Ratatouille",2007,"Animation",111,96,8,424406,623.726085,747,330
"Stealth",2005,"Action",121,35,5,43764,79.268322,401,150
"Synecdoche, New York",2008,"Comedy",124,67,7.4,48872,4.658401,329,249
"The Pink Panther",2006,"Adventure",93,38,5.6,60995,164.115897,450,150
"BloodRayne",2005,"Action",95,18,2.8,29732,3.650275,485,72
"Pirates of the Caribbean: Dead Man's Chest",2006,"Action",151,53,7.3,472849,1066.179725,1889,323
"G.O.R.A.",2004,"Adventure",127,NA,7.9,29284,20.839049,68,15
"Silent Hill",2006,"Horror",125,30,6.6,159577,100.605135,1797,278
"Kicking & Screaming",2005,"Comedy",95,45,5.5,28752,56.070433,129,99
"The Weather Man",2005,"Comedy",102,61,6.6,66448,19.126398,335,152
"Accepted",2006,"Comedy",93,47,6.5,100091,38.623262,231,119
"The Amityville Horror",2005,"Drama",90,33,6,74074,107.516369,554,192
"House of Flying Daggers",2004,"Action",119,89,7.6,86858,92.863945,433,258
"Green Street Hooligans",2005,"Crime",109,55,7.5,109166,3.814717,402,80
"In Good Company",2004,"Comedy",109,66,6.5,47509,61.315215,215,140
"Miss Congeniality 2: Armed and Fabulous",2005,"Action",115,34,4.9,46128,101.393569,164,113
"Final Fantasy VII: Advent Children",2005,"Animation",101,NA,7.4,46550,NA,545,58
"Family Guy Presents Stewie Griffin: The Untold Story",2005,"Animation",NA,NA,7.7,29760,NA,NA,NA
"Glory Road",2006,"Biography",118,58,7.2,32244,42.938449,154,97
"The Golden Compass",2007,"Adventure",113,51,6.1,140696,372.234864,710,262
"Monster House",2006,"Animation",91,68,6.6,63288,141.861243,276,188
"Sicko",2007,"Documentary",NA,74,8.1,63416,NA,NA,NA
"Tae Guk Gi: The Brotherhood of War",2004,"Action",140,64,8.2,30447,76.459252,241,85
"Where the Wild Things Are",2009,"Adventure",101,71,6.8,83541,100.140096,422,345
"The Legend of Zorro",2005,"Action",129,47,5.9,64823,142.400065,255,132
"Hitch",2005,"Comedy",118,58,6.7,228917,371.59421,411,161
"The Constant Gardener",2005,"Drama",129,82,7.5,104197,82.46667,593,226
"Prime",2005,"Comedy",105,58,6.3,33458,67.937494,202,125
"Saw",2004,"Horror",103,46,7.7,273418,103.911669,1620,234
"Seed of Chucky",2004,"Comedy",87,46,4.9,26596,24.829644,247,163
"Idiocracy",2006,"Adventure",84,64,6.5,98413,0.495303,542,130
"The Black Dahlia",2006,"Crime",121,49,5.6,60710,49.332692,664,248
"Cach<U+FFFD> (Hidden)",2005,"Drama",117,83,7.3,49457,16.197824,391,250
"In Her Shoes",2005,"Comedy",130,60,6.5,49172,83.697473,174,164
"Transporter 2",2005,"Action",87,56,6.3,142909,89.083229,357,170
"Brokeback Mountain",2005,"Drama",134,87,7.7,242405,178.062759,2347,307
"Black Book",2006,"Drama",145,71,7.8,56325,26.768563,251,238
"30 Days of Night",2007,"Horror",113,53,6.6,130028,75.51317,582,302
"Bee Movie",2007,"Animation",91,54,6.2,96612,293.514336,310,192
"Click",2006,"Comedy",107,45,6.4,226522,240.685326,783,181
"Friday Night Lights",2004,"Action",118,70,7.3,43243,61.95077,323,126
"Maria Full of Grace",2004,"Crime",101,87,7.5,29480,12.59463,179,161
"Primer",2004,"Drama",77,68,7,62927,0.545436,462,134
"Super Size Me",2004,"Documentary",NA,73,7.3,78414,NA,NA,NA
